Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QLG75809,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG75821,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG97747,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,"oronasopharynx",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG97807,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49321,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51421,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52249,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT53053,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49429,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49561,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49909,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50365,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50485,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50497,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50629,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51073,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51781,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51805,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52201,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52645,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG97771,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG97927,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Illinois, Winnebago county",IL,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG98311,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY74628,2020-06-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Palanpur",,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY59905,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY59929,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY59941,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Palanpur",,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY60013,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY65289,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY65313,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY66880,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX47957,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX47994,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX48006,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX48137,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX48161,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX48186,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX48954,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV26696,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY74640,2020-06-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Palanpur",,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY59953,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Palanpur",,Homo sapiens,"",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX47981,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX47945,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY60037,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1272,GenBank,complete,NaN,surface glycoprotein,"Bangladesh",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKX47969,2020-06-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Bangladesh: Rangpur",,Homo sapiens,"oronasopharynx",2020-06-07,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51409,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51505,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51865,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52393,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52765,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV26077,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Nadiad",,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMV29884,2020-08-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: SC",SC,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT48889,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT48913,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49177,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49189,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49237,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49249,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49261,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49297,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49345,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49369,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49657,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49741,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49789,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-08,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
